time, CrutchReadings_1, CrutchReadings_2, CrutchReadings_3, CrutchReadings_4, CrutchReadings_5, CrutchReadings_6, CrutchReadings_7, CrutchReadings_8, CrutchReadings_9, CrutchReadings_10, CrutchReadings_11, CrutchReadings_12, MotorPositions_1, MotorPositions_2, MotorPositions_3, MotorPositions_4, MotorVelocities_1, MotorVelocities_2, MotorVelocities_3, MotorVelocities_4, MotorTorques_1, MotorTorques_2, CurrentState,Intent,ExpID
106.895868,0.0968,-0.5534,-0.9204,-0.007867,0.003925,-0.00927,-0.4289,0.0513,-0.9126,-0.010545,0.01071,-0.00655,16346.0,4818.0,16358.0,4807.0,-1143.0,0.0,1827.0,-381.0,54.0,-482.0,4.0,stand~walk,149
106.915977,0.1368,-0.2934,-0.6804,0.003133,-0.000575,-0.00477,0.0111,-0.6887,-0.2326,-0.003545,0.01921,0.00645,16347.0,4817.0,16360.0,4803.0,-857.0,0.0,1545.0,-2157.0,50.0,-479.0,4.0,stand~walk,149
106.936143,-0.1632,-0.2934,-0.6804,0.000133,0.008925,-0.00927,-0.1889,-0.2687,-0.4526,-0.000545,0.01171,-0.00705,16349.0,4815.0,16362.0,4800.0,1604.0,-2139.0,1827.0,-743.0,11.0,-447.0,4.0,stand~walk,149
106.95626,0.6368,-0.6934,-1.2004,-0.009367,-0.003575,0.00573,-0.1289,-0.7487,-0.3526,-0.006045,0.01971,0.00645,16351.0,4813.0,16363.0,4798.0,1582.0,-1311.0,0.0,-677.0,-14.0,-457.0,4.0,stand~walk,149
106.976366,0.3768,-0.4334,-0.9204,-0.024367,-0.005575,-0.00177,-0.2289,-0.5287,-0.6526,-0.018045,0.02471,-0.01655,16352.0,4810.0,16364.0,4798.0,634.0,-2040.0,0.0,0.0,4.0,-418.0,4.0,stand~walk,149
106.996476,-1.3832,-0.4534,-36.5404,0.583633,0.481425,-0.03427,-8.4489,0.5313,-22.9126,0.319455,0.49121,-0.09555,16352.0,4807.0,16364.0,4797.0,-985.0,-1688.0,-1355.0,-1827.0,11.0,-415.0,4.0,stand~walk,149
107.016587,4.4568,-1.4534,-32.9604,0.121633,-0.072075,-0.01227,0.2711,-5.7687,-44.5726,-0.215045,-0.46829,0.05595,16353.0,4804.0,16365.0,4794.0,1062.0,-1611.0,0.0,-1414.0,-14.0,-390.0,4.0,stand~walk,149
107.036691,3.8968,-1.9334,-29.5004,0.068633,-0.047575,-0.03677,-3.4889,-1.3087,-38.8526,0.185955,-0.09629,-0.02555,16354.0,4799.0,16366.0,4790.0,868.0,-2062.0,0.0,-1908.0,-25.0,-350.0,4.0,stand~walk,149
107.056804,2.3568,-2.5334,-38.8804,0.250633,0.179925,-0.05327,-0.7489,-0.5087,-42.4526,0.039455,-0.38929,-0.02155,16354.0,4793.0,16367.0,4788.0,1051.0,-3486.0,0.0,0.0,-25.0,-257.0,4.0,stand~walk,149
107.076944,2.6968,-3.3334,-53.6004,0.269133,0.330925,-0.09777,-3.2689,-1.2087,-54.0726,0.120455,-0.27679,-0.00155,16354.0,4789.0,16367.0,4787.0,-1274.0,-1985.0,0.0,1908.0,0.0,-207.0,4.0,stand~walk,149
107.097212,3.9368,-2.2934,-68.6604,0.503133,0.356425,-0.09577,-1.2689,-2.6487,-65.8126,0.074455,-0.59479,0.01845,16354.0,4788.0,16367.0,4787.0,-7.0,0.0,0.0,0.0,-54.0,-250.0,4.0,stand~walk,149
107.11732,4.6768,-3.5934,-85.8004,0.508633,0.479425,-0.13977,-1.6289,-1.1687,-77.3526,0.140955,-0.66929,0.01845,16354.0,4787.0,16366.0,4788.0,1439.0,0.0,-1761.0,0.0,-71.0,-225.0,4.0,stand~walk,149
107.137444,5.3968,-3.6134,-102.5204,0.690133,0.560925,-0.11377,-1.3689,-0.8687,-89.8126,0.172955,-0.80129,0.00845,16352.0,4785.0,16365.0,4789.0,-1721.0,-1263.0,0.0,0.0,-43.0,-200.0,4.0,stand~walk,149
107.157574,6.2368,-3.6334,-111.4404,0.730633,0.574925,-0.09677,-1.6289,-1.0487,-106.3326,0.167455,-0.93329,0.02695,16351.0,4782.0,16361.0,4791.0,0.0,-2230.0,-3384.0,967.0,-43.0,-150.0,4.0,stand~walk,149
107.177682,5.9968,-3.7334,-121.1604,0.816133,0.615425,-0.10277,-1.7289,-0.8087,-118.2926,0.149455,-1.02779,0.04245,16351.0,4777.0,16359.0,4791.0,-88.0,-2937.0,-15.0,0.0,-46.0,-61.0,4.0,stand~walk,149
107.197805,7.1368,-3.7534,-134.0804,0.857133,0.696925,-0.14427,-1.8889,-1.3687,-128.3726,0.162955,-1.08129,0.07845,16351.0,4773.0,16357.0,4789.0,1150.0,-1494.0,-1263.0,-1772.0,-86.0,-36.0,4.0,stand~walk,149
107.217941,8.3368,-4.3734,-148.8604,0.880133,0.738925,-0.19827,-2.3089,-1.9287,-138.7526,0.129955,-1.13329,0.04895,16351.0,4771.0,16357.0,4787.0,718.0,-165.0,0.0,-1630.0,-57.0,-29.0,4.0,stand~walk,149
107.238048,10.2768,-4.5734,-171.5604,0.981633,0.817425,-0.26227,-1.9689,-2.3887,-153.7126,0.155455,-1.26279,0.05445,16350.0,4770.0,16356.0,4788.0,-1399.0,0.0,0.0,2201.0,-50.0,0.0,4.0,stand~walk,149
107.25818,12.0968,-5.1734,-191.3204,1.061133,0.894925,-0.34177,-1.6689,-1.2487,-167.4726,0.198455,-1.37129,0.02595,16348.0,4772.0,16354.0,4789.0,-1648.0,1981.0,-828.0,1827.0,-7.0,14.0,4.0,stand~walk,149
107.278294,13.1168,-4.8334,-201.5004,1.086133,0.878925,-0.36427,-1.2089,-1.1887,-183.6726,0.229955,-1.47679,0.01595,16346.0,4777.0,16352.0,4790.0,-688.0,2135.0,-1073.0,1150.0,-54.0,-4.0,4.0,stand~walk,149
107.298408,14.5168,-5.5534,-208.2404,1.135133,0.868925,-0.37227,-0.7289,-0.4687,-189.7126,0.238455,-1.52629,0.01045,16342.0,4781.0,16350.0,4790.0,-1989.0,1904.0,-1721.0,0.0,43.0,-14.0,4.0,stand~walk,149
107.318525,14.4368,-4.7934,-207.5804,1.142633,0.831925,-0.35377,-1.3689,-1.0487,-184.2926,0.239955,-1.46679,-0.01105,16338.0,4783.0,16350.0,4790.0,-1919.0,575.0,0.0,-1498.0,29.0,4.0,4.0,stand~walk,149
107.338651,14.7168,-4.2734,-208.2804,1.126133,0.854925,-0.34577,-2.3289,-1.0087,-182.7126,0.201955,-1.43079,-0.00155,16338.0,4786.0,16350.0,4791.0,-154.0,1978.0,0.0,1582.0,-36.0,0.0,4.0,stand~walk,149
107.358769,15.1768,-4.8334,-205.7204,1.098133,0.849925,-0.36977,-1.9489,-0.8887,-182.4126,0.189955,-1.44079,0.05245,16338.0,4789.0,16350.0,4792.0,-458.0,1857.0,0.0,1827.0,21.0,-36.0,4.0,stand~walk,149
107.378881,15.4968,-5.1534,-208.8604,1.077632,0.842925,-0.41477,-1.5489,0.1313,-185.5726,0.215455,-1.48629,0.07195,16339.0,4791.0,16350.0,4793.0,414.0,1835.0,0.0,1150.0,4.0,-50.0,4.0,stand~walk,149
107.39909,17.2368,-5.1934,-211.8404,1.060633,0.817925,-0.44327,-1.6889,0.3113,-188.1526,0.206455,-1.49779,0.10795,16340.0,4792.0,16350.0,4793.0,1659.0,106.0,0.0,0.0,14.0,18.0,4.0,stand~walk,149
107.4192,16.5168,-5.1934,-208.6004,1.047633,0.835925,-0.43827,-1.7689,0.5713,-184.0726,0.205955,-1.45629,0.12145,16340.0,4794.0,16350.0,4794.0,-1816.0,582.0,0.0,0.0,14.0,21.0,4.0,stand~walk,149
107.439309,16.1368,-4.5534,-202.5004,1.025633,0.792925,-0.41827,-1.2889,0.7513,-177.9926,0.227455,-1.45379,0.11445,16340.0,4796.0,16351.0,4794.0,1223.0,2120.0,1831.0,0.0,21.0,-21.0,4.0,stand~walk,149
107.459422,15.2568,-3.8734,-198.1404,1.060133,0.791425,-0.34577,-1.4889,0.1713,-171.8326,0.229955,-1.41479,0.07645,16341.0,4797.0,16351.0,4794.0,2014.0,0.0,0.0,0.0,-32.0,21.0,4.0,stand~walk,149
107.479546,13.7968,-4.1534,-188.6404,1.047133,0.789425,-0.27727,-1.7489,0.6713,-163.5326,0.244955,-1.35579,0.07295,16342.0,4798.0,16351.0,4794.0,813.0,1263.0,0.0,-1608.0,7.0,29.0,4.0,stand~walk,149
107.499653,13.0568,-3.1334,-180.2004,1.036133,0.763425,-0.23277,-1.1089,1.2513,-155.4726,0.239455,-1.30929,0.04795,16343.0,4799.0,16352.0,4795.0,0.0,381.0,1417.0,165.0,0.0,32.0,4.0,stand~walk,149
107.519762,13.2368,-2.2134,-180.0604,1.026133,0.758425,-0.22027,-0.8089,0.6513,-146.3726,0.254955,-1.23979,0.02295,16344.0,4800.0,16352.0,4797.0,0.0,0.0,0.0,2688.0,-7.0,36.0,4.0,stand~walk,149
107.53987,12.8968,-3.1934,-178.6804,1.005633,0.760925,-0.23477,-1.0889,1.0913,-137.2926,0.233455,-1.19329,0.07345,16345.0,4801.0,16352.0,4798.0,1534.0,0.0,0.0,2014.0,-43.0,39.0,4.0,stand~walk,149
107.559979,12.5968,-3.0934,-173.1604,0.979633,0.752925,-0.24727,-0.9089,0.9713,-130.1526,0.255955,-1.15929,0.04645,16345.0,4802.0,16352.0,4799.0,795.0,0.0,0.0,2076.0,-11.0,39.0,4.0,stand~walk,149
107.580089,12.5168,-3.5334,-169.3204,0.952133,0.719425,-0.23277,-0.9689,1.4713,-126.4126,0.267955,-1.11429,0.04295,16345.0,4803.0,16352.0,4800.0,231.0,0.0,0.0,699.0,-14.0,39.0,4.0,stand~walk,149
