280.81192,-0.6232,-0.7934,-0.7004,-0.011367,0.020925,-0.00077,-0.0089,0.3513,-0.9726,0.010455,-0.00329,-0.02055,59373.0,34350.0,-10858.0,14800.0,-99.0,2058.0,0.0,0.0,314.0,-1001.0,2.0,walk~stand,172
280.832049,-0.6632,-1.2334,0.2196,-0.007367,0.020925,-0.01027,-0.2889,-0.0487,-0.2926,-0.001545,0.02221,-0.00105,59373.0,34349.0,-10858.0,14801.0,231.0,0.0,0.0,-363.0,250.0,-972.0,2.0,walk~stand,172
280.852163,-0.7432,-0.7934,-0.1404,-0.005367,0.018925,0.00773,-0.0889,0.3113,-0.2926,-0.006045,0.00771,-0.02605,59373.0,34349.0,-10858.0,14801.0,286.0,0.0,0.0,-1699.0,293.0,-968.0,2.0,walk~stand,172
280.872275,-0.3232,-0.6534,-0.5004,-0.005867,0.017425,0.00373,0.1511,-0.0887,-0.5526,-0.003045,0.01621,0.00245,59374.0,34348.0,-10858.0,14800.0,-300.0,-828.0,0.0,-1113.0,264.0,-961.0,2.0,walk~stand,172
280.89241,-0.5232,-0.2934,-0.5604,-0.004367,0.016425,0.00573,0.0511,-0.3087,-1.5926,-0.003545,0.01871,0.00245,59376.0,34344.0,-10859.0,14799.0,564.0,-2677.0,-1787.0,0.0,264.0,-876.0,2.0,walk~stand,172
280.912546,11.2568,-5.2134,-41.6804,0.007133,-1.105575,0.22573,-0.9489,-5.5887,-79.2126,-0.751045,-1.10379,0.02795,59380.0,34338.0,-10859.0,14798.0,2461.0,-3241.0,0.0,-1707.0,222.0,-840.0,2.0,walk~stand,172
280.93267,-0.6432,-2.5134,-28.6204,0.320633,0.395925,-0.07177,-7.4089,0.9113,-68.5326,-0.150545,-0.08729,0.00745,59382.0,34332.0,-10859.0,14798.0,919.0,-2728.0,0.0,0.0,222.0,-836.0,2.0,walk~stand,172
280.952799,2.5168,-1.7934,-41.1404,0.372633,0.020925,-0.05027,-0.3489,2.4313,-84.0526,-0.190045,-0.94379,-0.01605,59384.0,34327.0,-10859.0,14798.0,1860.0,-2223.0,0.0,0.0,200.0,-768.0,2.0,walk~stand,172
280.972919,1.7568,-3.2934,-42.7604,0.186633,0.208925,-0.11727,-4.5689,1.1713,-88.3326,-0.324045,-0.67429,0.04795,59384.0,34325.0,-10859.0,14798.0,-428.0,-502.0,0.0,0.0,207.0,-790.0,2.0,walk~stand,172
280.993126,2.2768,-2.5734,-55.4604,0.436633,0.206425,-0.10777,-3.0289,1.9713,-107.9726,-0.416545,-0.90579,0.08195,59384.0,34321.0,-10858.0,14798.0,-1648.0,-1655.0,2139.0,0.0,236.0,-743.0,2.0,walk~stand,172
