time, CrutchReadings_1, CrutchReadings_2, CrutchReadings_3, CrutchReadings_4, CrutchReadings_5, CrutchReadings_6, CrutchReadings_7, CrutchReadings_8, CrutchReadings_9, CrutchReadings_10, CrutchReadings_11, CrutchReadings_12, MotorPositions_1, MotorPositions_2, MotorPositions_3, MotorPositions_4, MotorVelocities_1, MotorVelocities_2, MotorVelocities_3, MotorVelocities_4, MotorTorques_1, MotorTorques_2, CurrentState,Intent,ExpID
289.231487,3.5633,-1.7761,-62.2059,0.598295,-0.05887,-0.021718,-4.8697,-1.2245,-112.6658,-0.344348,-0.897855,0.042823,59392.0,34332.0,-10853.0,14797.0,304.0,-2172.0,304.0,-663.0,225.0,-872.0,2.0,walk~stand,130
289.251554,2.0833,-5.5961,-62.8059,0.368295,0.19613,-0.143718,-5.0097,-2.5645,-143.8258,-0.618848,-1.181855,0.100323,59393.0,34329.0,-10852.0,14796.0,1263.0,-498.0,0.0,0.0,204.0,-851.0,2.0,walk~stand,130
289.271662,3.4633,-3.7761,-67.9459,0.469795,0.14963,-0.144718,-4.6297,-1.7045,-152.4258,-0.602848,-1.314355,0.114323,59392.0,34327.0,-10852.0,14796.0,-1260.0,-88.0,-974.0,0.0,200.0,-826.0,2.0,walk~stand,130
289.291768,3.8033,-3.7361,-78.0259,0.566795,0.16813,-0.135718,-4.5097,0.8355,-157.2058,-0.506348,-1.326355,0.092323,59391.0,34324.0,-10852.0,14796.0,498.0,-2014.0,-1150.0,0.0,243.0,-743.0,2.0,walk~stand,130
289.311891,3.3833,-4.5961,-90.0459,0.643795,0.26013,-0.130218,-4.3297,0.8955,-172.5058,-0.625348,-1.459855,0.108323,59390.0,34320.0,-10852.0,14795.0,-1648.0,-2578.0,-2139.0,0.0,214.0,-715.0,2.0,walk~stand,130
289.332021,4.0033,-3.9761,-98.2659,0.767795,0.18813,-0.070718,-4.0497,0.8755,-187.8858,-0.697848,-1.609855,0.136823,59390.0,34316.0,-10852.0,14794.0,0.0,-1644.0,-245.0,146.0,193.0,-715.0,2.0,walk~stand,130
289.352164,4.3433,-3.6761,-105.8259,0.823295,0.20713,-0.055718,-2.9097,2.2755,-189.6658,-0.642848,-1.661355,0.097823,59390.0,34313.0,-10854.0,14795.0,0.0,-1479.0,-2157.0,0.0,175.0,-675.0,2.0,walk~stand,130
289.37229,5.0033,-4.3361,-116.3059,0.907295,0.20713,-0.077718,-2.6097,2.5355,-190.9658,-0.606348,-1.661855,0.076823,59389.0,34311.0,-10856.0,14796.0,0.0,-1827.0,-626.0,0.0,175.0,-586.0,2.0,walk~stand,130
289.392402,5.6433,-4.3961,-123.1859,0.908295,0.26513,-0.147718,-3.0097,2.6155,-197.6658,-0.652348,-1.679855,0.066323,59388.0,34309.0,-10858.0,14797.0,703.0,-626.0,-2076.0,1545.0,168.0,-568.0,2.0,walk~stand,130
289.412503,6.6833,-4.4361,-126.7859,0.903295,0.28513,-0.212218,-2.9897,2.6555,-197.5058,-0.648348,-1.691355,0.074323,59388.0,34308.0,-10859.0,14797.0,0.0,-1981.0,0.0,1981.0,172.0,-575.0,2.0,walk~stand,130
289.432618,7.0233,-4.4561,-131.6459,0.922295,0.30213,-0.213718,-1.6097,2.8755,-190.8858,-0.618848,-1.663855,0.093823,59387.0,34308.0,-10860.0,14798.0,-553.0,0.0,-861.0,1263.0,175.0,-554.0,2.0,walk~stand,130
289.452752,7.6833,-4.9361,-137.3059,0.942295,0.32213,-0.199218,-1.8897,2.3955,-187.8658,-0.611348,-1.650355,0.067323,59386.0,34308.0,-10860.0,14800.0,-1648.0,0.0,0.0,2120.0,157.0,-529.0,2.0,walk~stand,130
289.472875,7.7633,-4.2361,-143.6459,1.002295,0.32813,-0.175218,-1.9297,2.4755,-187.7658,-0.603348,-1.638355,0.034323,59384.0,34310.0,-10860.0,14801.0,33.0,2014.0,0.0,0.0,239.0,-557.0,2.0,walk~stand,130
289.493002,7.5433,-4.1561,-149.4859,1.058295,0.36613,-0.165718,-2.0497,2.6955,-188.7858,-0.574348,-1.646355,-0.023177,59383.0,34311.0,-10860.0,14802.0,-483.0,161.0,0.0,0.0,236.0,-500.0,2.0,walk~stand,130
289.513138,7.0233,-3.8961,-153.6059,1.091295,0.37613,-0.141218,-2.5097,2.3155,-195.3658,-0.620848,-1.683855,-0.038677,59383.0,34312.0,-10860.0,14803.0,-7.0,267.0,0.0,626.0,136.0,-429.0,2.0,walk~stand,130
289.533255,8.2033,-4.2361,-155.4459,1.091295,0.36163,-0.144218,-2.5097,2.5555,-195.4858,-0.587348,-1.656855,-0.037177,59382.0,34313.0,-10860.0,14802.0,-1516.0,0.0,0.0,-1183.0,172.0,-468.0,2.0,walk~stand,130
289.553364,8.3433,-3.4361,-159.3059,1.097795,0.38313,-0.125718,-3.0897,1.9955,-197.1458,-0.602348,-1.650855,-0.035677,59382.0,34313.0,-10859.0,14802.0,0.0,0.0,2076.0,0.0,172.0,-447.0,2.0,walk~stand,130
289.573577,8.6233,-4.3961,-162.0459,1.112295,0.39513,-0.173218,-2.7097,2.0155,-194.9858,-0.595348,-1.634855,-0.020177,59382.0,34313.0,-10859.0,14802.0,0.0,0.0,0.0,0.0,168.0,-425.0,2.0,walk~stand,130
289.593686,8.2833,-4.6961,-163.4659,1.112795,0.43063,-0.201718,-2.5497,2.4155,-191.4658,-0.592848,-1.597855,-0.006677,59381.0,34314.0,-10857.0,14802.0,-2120.0,0.0,3395.0,0.0,204.0,-411.0,2.0,walk~stand,130
289.613814,8.2033,-4.4361,-163.4659,1.090795,0.43263,-0.202718,-2.9297,1.6755,-190.0058,-0.594848,-1.610355,-0.022177,59381.0,34316.0,-10857.0,14802.0,-1333.0,1721.0,403.0,0.0,157.0,-400.0,2.0,walk~stand,130
289.633931,8.9833,-4.2961,-164.8259,1.104295,0.43763,-0.187218,-2.8297,2.0155,-188.0058,-0.566848,-1.587355,-0.062177,59379.0,34317.0,-10858.0,14802.0,-2087.0,0.0,-626.0,0.0,189.0,-390.0,2.0,walk~stand,130
289.654046,8.5433,-3.9761,-166.8259,1.107295,0.43913,-0.192218,-2.1097,1.6155,-183.7658,-0.525348,-1.570855,-0.083177,59379.0,34318.0,-10857.0,14800.0,0.0,0.0,0.0,-2194.0,175.0,-379.0,2.0,walk~stand,130
289.67416,8.5433,-3.7561,-164.4259,1.091295,0.43463,-0.180218,-2.7697,1.6155,-178.4458,-0.517348,-1.539355,-0.071177,59379.0,34319.0,-10857.0,14801.0,1029.0,0.0,0.0,7.0,125.0,-365.0,2.0,walk~stand,130
289.69427,8.6233,-4.5561,-163.6259,1.079795,0.44013,-0.189718,-3.1097,2.4555,-170.5858,-0.494348,-1.490855,-0.070677,59379.0,34320.0,-10856.0,14801.0,1545.0,381.0,1545.0,2076.0,157.0,-354.0,2.0,walk~stand,130
289.714378,8.8433,-4.5961,-162.7059,1.063295,0.44963,-0.225218,-2.7097,1.2355,-164.4658,-0.480348,-1.453855,-0.057177,59378.0,34321.0,-10856.0,14800.0,-901.0,0.0,0.0,-1827.0,172.0,-339.0,2.0,walk~stand,130
289.734624,8.7833,-4.2161,-160.8259,1.025795,0.43013,-0.230218,-2.1297,1.6955,-161.4058,-0.465848,-1.429855,-0.039677,59378.0,34323.0,-10856.0,14801.0,-652.0,1981.0,0.0,2117.0,168.0,-336.0,2.0,walk~stand,130
