time, CrutchReadings_1, CrutchReadings_2, CrutchReadings_3, CrutchReadings_4, CrutchReadings_5, CrutchReadings_6, CrutchReadings_7, CrutchReadings_8, CrutchReadings_9, CrutchReadings_10, CrutchReadings_11, CrutchReadings_12, MotorPositions_1, MotorPositions_2, MotorPositions_3, MotorPositions_4, MotorVelocities_1, MotorVelocities_2, MotorVelocities_3, MotorVelocities_4, MotorTorques_1, MotorTorques_2, CurrentState,Intent,ExpID
176.567369,0.9768,0.2466,-0.3604,-0.003367,-0.005075,-0.00427,-0.2289,-0.7087,0.2874,-0.006045,0.02021,-0.02255,16344.0,4803.0,16360.0,4803.0,0.0,-2157.0,0.0,0.0,125.0,-461.0,4.0,stand~walk,157
176.587501,0.9168,-0.2334,-0.0004,-0.010367,-0.010575,-0.01677,-0.2889,-0.3087,-0.1326,-0.011045,0.01871,0.01045,16345.0,4802.0,16360.0,4803.0,161.0,-967.0,0.0,0.0,111.0,-475.0,4.0,stand~walk,157
176.607609,0.5368,-0.4134,-0.6404,-0.002367,-0.005575,-0.01377,-0.5689,-0.1087,-0.0526,-0.007545,0.02771,-0.00305,16346.0,4799.0,16360.0,4803.0,289.0,-1359.0,1201.0,0.0,104.0,-443.0,4.0,stand~walk,157
176.627728,1.1768,-0.0534,-0.7604,0.001133,-7.5e-05,0.00273,-0.2089,-0.1687,-0.0726,-0.003545,0.01821,-0.00305,16348.0,4795.0,16359.0,4803.0,106.0,-3179.0,0.0,0.0,86.0,-365.0,4.0,stand~walk,157
176.647858,0.1168,-0.3534,-1.1404,0.004633,0.004425,-0.00177,-0.2889,-0.3087,-0.6526,-0.003545,0.02071,0.00445,16351.0,4790.0,16359.0,4803.0,747.0,-956.0,0.0,0.0,61.0,-368.0,4.0,stand~walk,157
176.667986,0.2568,-0.4934,-0.9804,0.001633,0.001425,0.00673,-14.6489,-9.1487,-55.7726,-0.348045,0.63021,-0.01555,16351.0,4787.0,16359.0,4804.0,0.0,-1805.0,0.0,231.0,54.0,-279.0,4.0,stand~walk,157
176.688098,1.2568,-1.1534,-29.7004,0.315633,0.052925,-0.00877,1.7511,-1.0887,-36.7926,0.100455,-0.64679,0.00695,16353.0,4785.0,16358.0,4805.0,1234.0,-1150.0,-1150.0,1150.0,4.0,-257.0,4.0,stand~walk,157
176.70821,1.5368,-2.6534,-27.1204,0.087633,0.091425,-0.05977,-4.3089,-1.8487,-39.0326,0.052455,-0.10929,-0.00205,16353.0,4783.0,16358.0,4805.0,0.0,-2058.0,842.0,0.0,21.0,-254.0,4.0,stand~walk,157
176.728322,2.3168,0.6266,-20.9404,0.226633,0.009925,0.01673,-2.5289,-1.2487,-41.8726,0.082455,-0.26079,0.01295,16353.0,4781.0,16357.0,4805.0,0.0,-912.0,0.0,0.0,11.0,-254.0,4.0,stand~walk,157
176.748441,1.9968,-1.9934,-31.9404,0.170133,0.061925,-0.03927,-2.9089,-2.3687,-51.1926,-0.025545,-0.33279,0.03495,16352.0,4779.0,16357.0,4804.0,-934.0,-2120.0,0.0,-161.0,32.0,-186.0,4.0,stand~walk,157
176.768571,2.2168,-2.8134,-44.4404,0.306133,0.120925,-0.03827,-2.9089,-1.4687,-57.7926,0.083455,-0.41779,0.04045,16352.0,4778.0,16357.0,4802.0,0.0,-967.0,0.0,-304.0,-29.0,-193.0,4.0,stand~walk,157
176.788686,2.2568,-2.7734,-51.8204,0.385633,0.197425,-0.06377,-2.4289,-2.0087,-61.9326,0.067455,-0.44929,0.02095,16351.0,4778.0,16357.0,4801.0,707.0,0.0,0.0,0.0,-54.0,-172.0,4.0,stand~walk,157
176.808817,2.1168,-2.5934,-59.2204,0.460133,0.189925,-0.06427,-2.6289,-1.9887,-70.0326,0.100455,-0.51779,0.00895,16349.0,4778.0,16357.0,4801.0,-1285.0,0.0,0.0,0.0,50.0,-154.0,4.0,stand~walk,157
176.828927,2.8568,-2.3934,-70.5404,0.555133,0.207925,-0.04227,-3.1889,-1.6287,-78.0126,0.140455,-0.57279,-0.00305,16349.0,4778.0,16357.0,4801.0,-670.0,0.0,0.0,0.0,4.0,-129.0,4.0,stand~walk,157
176.849134,3.0768,-2.7934,-89.9404,0.735633,0.264925,-0.02677,-2.7689,-1.5487,-86.2726,0.180455,-0.69729,-0.00755,16348.0,4778.0,16357.0,4798.0,-447.0,0.0,0.0,-2494.0,-18.0,-111.0,4.0,stand~walk,157
176.869242,2.5568,-3.1734,-106.9404,0.883633,0.335925,-0.00227,-3.2889,-1.2487,-95.9726,0.217955,-0.77879,0.00395,16347.0,4778.0,16357.0,4795.0,0.0,0.0,0.0,-2219.0,4.0,-86.0,4.0,stand~walk,157
176.889362,3.0768,-3.2934,-113.6404,0.939133,0.319425,-0.00377,-2.6089,0.0513,-98.6326,0.203455,-0.84129,0.03345,16346.0,4778.0,16359.0,4791.0,0.0,-1633.0,1981.0,-1890.0,-50.0,-68.0,4.0,stand~walk,157
176.909531,2.7168,-3.6334,-126.0004,1.008133,0.397425,-0.02577,-2.6689,-0.7887,-102.8326,0.192955,-0.86079,0.04445,16346.0,4779.0,16359.0,4789.0,1366.0,0.0,0.0,0.0,0.0,-54.0,4.0,stand~walk,157
176.92964,3.4368,-3.7334,-139.0604,1.086633,0.440425,-0.07227,-3.0289,-0.5687,-113.4726,0.211955,-0.94129,0.06895,16346.0,4781.0,16359.0,4790.0,-95.0,1571.0,0.0,1571.0,-11.0,-39.0,4.0,stand~walk,157
176.94976,5.7168,-3.5534,-152.2004,1.127633,0.462925,-0.13127,-3.1089,-0.4887,-126.2926,0.207955,-1.04229,0.06295,16345.0,4781.0,16359.0,4790.0,-18.0,-1919.0,1351.0,0.0,-25.0,-25.0,4.0,stand~walk,157
176.969872,5.4968,-4.3934,-166.5804,1.173133,0.479925,-0.13927,-2.9689,-0.6087,-130.4926,0.219455,-1.06579,0.06695,16344.0,4781.0,16358.0,4790.0,209.0,-1674.0,0.0,-1772.0,-50.0,-46.0,4.0,stand~walk,157
176.989981,5.5968,-4.4134,-185.8604,1.267633,0.546925,-0.14977,-3.6289,-0.6687,-133.1726,0.227955,-1.08579,0.05145,16344.0,4781.0,16358.0,4791.0,-696.0,-1926.0,1860.0,0.0,-11.0,-21.0,4.0,stand~walk,157
177.010125,5.3768,-4.3734,-191.8804,1.300633,0.545925,-0.10327,-2.8889,-0.6287,-139.0326,0.238455,-1.13629,0.05145,16342.0,4783.0,16357.0,4792.0,-168.0,2157.0,0.0,0.0,-18.0,25.0,4.0,stand~walk,157
177.030256,6.0968,-4.2734,-193.2004,1.303633,0.526925,-0.08977,-2.6889,0.0113,-142.2526,0.261955,-1.12779,0.03595,16342.0,4784.0,16356.0,4794.0,-1696.0,1981.0,0.0,542.0,25.0,36.0,4.0,stand~walk,157
177.050422,6.9968,-3.8134,-201.8804,1.350133,0.534925,-0.09577,-3.2689,-0.6087,-146.2526,0.253955,-1.17129,0.02845,16340.0,4787.0,16354.0,4795.0,-1545.0,2648.0,-828.0,0.0,50.0,-21.0,4.0,stand~walk,157
