time, CrutchReadings_1, CrutchReadings_2, CrutchReadings_3, CrutchReadings_4, CrutchReadings_5, CrutchReadings_6, CrutchReadings_7, CrutchReadings_8, CrutchReadings_9, CrutchReadings_10, CrutchReadings_11, CrutchReadings_12, MotorPositions_1, MotorPositions_2, MotorPositions_3, MotorPositions_4, MotorVelocities_1, MotorVelocities_2, MotorVelocities_3, MotorVelocities_4, MotorTorques_1, MotorTorques_2, CurrentState,Intent,ExpID
93.644139,-0.4845,-0.1291,-0.7371,-0.031488,0.01767,-0.016893,0.0,0.0,0.0,0.0,0.0,0.0,16348.0,4820.0,16364.0,4808.0,1077.0,0.0,0.0,0.0,75.0,-579.0,4.0,stand~walk,55
93.664248,-0.3245,-0.4491,-1.1171,-0.019988,0.02317,0.008107,0.0,0.0,0.0,0.0,0.0,0.0,16350.0,4819.0,16363.0,4806.0,1033.0,0.0,-363.0,-2139.0,71.0,-575.0,4.0,stand~walk,55
93.684363,-0.4245,-0.5891,-1.1971,-0.019988,0.01517,-0.006893,0.0,0.0,0.0,0.0,0.0,0.0,16351.0,4819.0,16362.0,4804.0,1677.0,0.0,-1263.0,-626.0,89.0,-575.0,4.0,stand~walk,55
93.704476,-0.2245,-0.5891,-0.6771,-0.021988,0.02467,0.000607,0.0,0.0,0.0,0.0,0.0,0.0,16351.0,4818.0,16361.0,4802.0,275.0,0.0,-223.0,-1780.0,82.0,-572.0,4.0,stand~walk,55
93.724599,1.4555,-4.9291,-51.8571,0.430512,0.00117,0.001107,0.0,0.0,0.0,0.0,0.0,0.0,16352.0,4817.0,16360.0,4799.0,95.0,0.0,-1567.0,-1941.0,82.0,-568.0,4.0,stand~walk,55
93.744725,-0.0445,-1.6891,-32.2171,0.227012,0.14667,-0.054393,0.0,0.0,0.0,0.0,0.0,0.0,16353.0,4815.0,16360.0,4795.0,1827.0,-1545.0,0.0,-1285.0,-4.0,-493.0,4.0,stand~walk,55
93.764834,1.7355,-1.1691,-18.6171,0.110012,-0.09683,0.009107,0.0,0.0,0.0,0.0,0.0,0.0,16353.0,4813.0,16360.0,4791.0,1227.0,-2285.0,0.0,-2076.0,50.0,-525.0,4.0,stand~walk,55
93.784946,0.7955,-4.2291,-31.7771,0.039012,0.13867,-0.084893,0.0,0.0,0.0,0.0,0.0,0.0,16355.0,4807.0,16362.0,4786.0,1128.0,-3596.0,1417.0,-2010.0,29.0,-457.0,4.0,stand~walk,55
93.805058,0.7955,-3.2491,-44.0371,0.315012,0.14617,-0.070393,0.0,0.0,0.0,0.0,0.0,0.0,16356.0,4799.0,16363.0,4781.0,114.0,-4768.0,381.0,-2234.0,11.0,-382.0,4.0,stand~walk,55
93.82529,1.1755,-3.3891,-54.1971,0.388012,0.18367,-0.093393,0.0,0.0,0.0,0.0,0.0,0.0,16355.0,4792.0,16363.0,4778.0,-165.0,-2531.0,0.0,-1769.0,25.0,-365.0,4.0,stand~walk,55
93.845407,1.6355,-4.0691,-68.1771,0.479512,0.23467,-0.113393,0.0,0.0,0.0,0.0,0.0,0.0,16355.0,4789.0,16362.0,4779.0,-201.0,-399.0,0.0,626.0,-36.0,-368.0,4.0,stand~walk,55
93.865528,1.1955,-4.8491,-78.7571,0.598512,0.27117,-0.114393,0.0,0.0,0.0,0.0,0.0,0.0,16352.0,4789.0,16360.0,4780.0,-758.0,0.0,-967.0,582.0,-18.0,-357.0,4.0,stand~walk,55
93.885695,1.8955,-4.2691,-87.2971,0.666012,0.27467,-0.113893,0.0,0.0,0.0,0.0,0.0,0.0,16350.0,4789.0,16358.0,4783.0,-377.0,0.0,-1469.0,1688.0,18.0,-339.0,4.0,stand~walk,55
93.905842,2.2955,-4.1691,-97.2971,0.780012,0.28117,-0.098393,0.0,0.0,0.0,0.0,0.0,0.0,16347.0,4788.0,16354.0,4786.0,-1172.0,0.0,-2391.0,1527.0,36.0,-318.0,4.0,stand~walk,55
93.925965,1.9755,-3.8291,-105.1571,0.847012,0.32667,-0.080893,0.0,0.0,0.0,0.0,0.0,0.0,16346.0,4783.0,16351.0,4788.0,-1923.0,-2941.0,-1018.0,1571.0,50.0,-218.0,4.0,stand~walk,55
93.946076,1.7955,-5.1691,-112.8971,0.894012,0.38117,-0.097893,0.0,0.0,0.0,0.0,0.0,0.0,16347.0,4777.0,16350.0,4788.0,0.0,-2589.0,0.0,1556.0,14.0,-200.0,4.0,stand~walk,55
93.966185,1.8355,-5.6091,-124.5171,0.953012,0.41267,-0.148393,0.0,0.0,0.0,0.0,0.0,0.0,16348.0,4774.0,16350.0,4787.0,1296.0,-1996.0,0.0,-1571.0,-14.0,-150.0,4.0,stand~walk,55
93.986317,3.2355,-5.5291,-143.6371,1.089012,0.44517,-0.182393,0.0,0.0,0.0,0.0,0.0,0.0,16348.0,4773.0,16350.0,4785.0,677.0,-967.0,0.0,-2139.0,-46.0,-147.0,4.0,stand~walk,55
94.006456,5.2955,-5.6291,-168.5571,1.265012,0.46767,-0.226893,0.0,0.0,0.0,0.0,0.0,0.0,16347.0,4773.0,16349.0,4786.0,-784.0,0.0,-59.0,1458.0,4.0,-125.0,4.0,stand~walk,55
94.026576,7.5955,-6.0091,-190.9971,1.382012,0.50967,-0.312893,0.0,0.0,0.0,0.0,0.0,0.0,16345.0,4775.0,16347.0,4787.0,-2476.0,2157.0,-223.0,106.0,39.0,-132.0,4.0,stand~walk,55
94.046694,9.2355,-6.1291,-200.7171,1.386512,0.52667,-0.368393,0.0,0.0,0.0,0.0,0.0,0.0,16341.0,4777.0,16343.0,4789.0,-2241.0,2120.0,-2047.0,2120.0,39.0,-132.0,4.0,stand~walk,55
94.066804,9.7155,-6.2291,-207.2771,1.430012,0.55767,-0.378893,0.0,0.0,0.0,0.0,0.0,0.0,16339.0,4779.0,16341.0,4790.0,-95.0,1827.0,0.0,18.0,46.0,-150.0,4.0,stand~walk,55
94.086983,10.0555,-5.7291,-208.8971,1.435013,0.55767,-0.345893,0.0,0.0,0.0,0.0,0.0,0.0,16338.0,4780.0,16339.0,4791.0,-476.0,161.0,-2120.0,0.0,36.0,-79.0,4.0,stand~walk,55
94.107261,9.9755,-6.0491,-214.9171,1.478012,0.59117,-0.351893,0.0,0.0,0.0,0.0,0.0,0.0,16338.0,4782.0,16340.0,4791.0,-385.0,2139.0,1809.0,0.0,46.0,-89.0,4.0,stand~walk,55
94.127547,10.8155,-6.2091,-221.6171,1.502012,0.61367,-0.385893,0.0,0.0,0.0,0.0,0.0,0.0,16337.0,4785.0,16341.0,4790.0,912.0,2014.0,0.0,-2157.0,54.0,-122.0,4.0,stand~walk,55
94.147697,12.4755,-6.1491,-226.6571,1.492012,0.58417,-0.442893,0.0,0.0,0.0,0.0,0.0,0.0,16335.0,4787.0,16342.0,4790.0,-26.0,2080.0,59.0,-18.0,68.0,-104.0,4.0,stand~walk,55
94.167837,13.3555,-6.8491,-232.4771,1.455013,0.60867,-0.521893,0.0,0.0,0.0,0.0,0.0,0.0,16333.0,4789.0,16342.0,4790.0,-1208.0,406.0,0.0,0.0,86.0,-68.0,4.0,stand~walk,55
94.18816,14.5355,-6.4691,-234.5771,1.457013,0.64317,-0.549393,0.0,0.0,0.0,0.0,0.0,0.0,16332.0,4792.0,16342.0,4791.0,-2014.0,1981.0,0.0,0.0,96.0,-68.0,4.0,stand~walk,55
94.208205,14.7555,-5.7291,-232.8171,1.486512,0.61567,-0.513393,0.0,0.0,0.0,0.0,0.0,0.0,16333.0,4793.0,16342.0,4792.0,220.0,732.0,0.0,0.0,104.0,-57.0,4.0,stand~walk,55
