150.814982,15.6523,-0.0876,-138.6371,0.16861,0.840125,-0.192347,4.0141,7.9517,-137.2871,-1.057037,0.06879,-0.079605,306509.0,280370.0,306182.0,280372.0,216.0,0.0,0.0,1069.0,997.0,-854.0,5.0,sit~stand,31
150.835151,15.6323,-0.1876,-137.2571,0.14911,0.849625,-0.208347,3.3941,6.9917,-136.3071,-1.053037,0.07779,-0.051105,306509.0,280370.0,306182.0,280371.0,890.0,0.0,0.0,0.0,1001.0,-854.0,5.0,sit~stand,31
150.855244,15.6723,-0.0076,-136.2371,0.15111,0.855625,-0.173847,3.8541,7.2717,-136.6071,-1.054537,0.07629,-0.035605,306508.0,280370.0,306182.0,280371.0,-165.0,0.0,0.0,0.0,1001.0,-854.0,5.0,sit~stand,31
150.875347,15.2923,-0.5076,-134.4371,0.15761,0.825125,-0.190347,3.6541,7.1717,-136.0471,-1.050537,0.08029,-0.045105,306509.0,280370.0,306182.0,280371.0,-516.0,0.0,0.0,714.0,1001.0,-851.0,5.0,sit~stand,31
150.895647,15.0723,-0.6876,-132.8371,0.14611,0.835125,-0.187347,3.8741,7.4717,-136.0271,-1.047037,0.09479,-0.037605,306509.0,280370.0,306182.0,280370.0,0.0,0.0,0.0,139.0,1001.0,-851.0,5.0,sit~stand,31
150.915846,14.7123,-0.2476,-132.0571,0.16061,0.834625,-0.161347,3.7141,7.2917,-135.9271,-1.040537,0.09779,-0.051105,306509.0,280370.0,306182.0,280371.0,0.0,0.0,0.0,-146.0,997.0,-851.0,5.0,sit~stand,31
150.93621,14.7523,-0.4476,-130.5371,0.15811,0.821125,-0.169847,4.0941,7.6517,-136.6071,-1.033537,0.09479,-0.051105,306508.0,280370.0,306182.0,280371.0,223.0,0.0,0.0,1315.0,1001.0,-851.0,5.0,sit~stand,31
150.956336,14.3923,-0.6076,-130.0171,0.15011,0.829125,-0.189347,4.0941,6.8117,-136.3671,-1.061537,0.08779,-0.032105,306508.0,280370.0,306182.0,280370.0,-458.0,0.0,0.0,-1410.0,1001.0,-847.0,5.0,sit~stand,31
150.976441,14.6923,0.1324,-130.4571,0.15911,0.814125,-0.146347,4.0541,7.6717,-136.5271,-1.054037,0.10729,-0.060605,306509.0,280370.0,306182.0,280371.0,-29.0,0.0,0.0,81.0,1001.0,-851.0,5.0,sit~stand,31
150.996682,15.1123,-0.6876,-129.5771,0.14361,0.814625,-0.178347,4.2141,7.3517,-137.3071,-1.052537,0.09479,-0.045605,306509.0,280370.0,306182.0,280371.0,2120.0,0.0,0.0,861.0,1001.0,-847.0,5.0,sit~stand,31
151.016789,14.8523,-0.6876,-130.6571,0.16661,0.823125,-0.163847,4.4941,7.1117,-137.7271,-1.052537,0.09179,-0.055605,306509.0,280370.0,306182.0,280371.0,187.0,0.0,0.0,0.0,1001.0,-847.0,5.0,sit~stand,31
151.036896,14.6723,-0.3476,-130.6971,0.17861,0.831625,-0.155847,3.8741,7.3517,-137.3271,-1.059537,0.09679,-0.043605,306509.0,280370.0,306182.0,280371.0,0.0,0.0,0.0,0.0,997.0,-847.0,5.0,sit~stand,31
151.057019,15.0523,-0.6076,-131.0371,0.17011,0.818625,-0.154347,4.0941,7.1717,-137.5471,-1.067537,0.09579,-0.046105,306509.0,280370.0,306182.0,280371.0,-498.0,0.0,0.0,0.0,1001.0,-847.0,5.0,sit~stand,31
151.077161,14.8723,-0.7876,-131.6971,0.16861,0.836125,-0.161847,3.6741,6.8117,-137.4671,-1.058037,0.09579,-0.070605,306509.0,280370.0,306182.0,280371.0,-791.0,0.0,0.0,0.0,1001.0,-843.0,5.0,sit~stand,31
151.097267,15.3923,-0.6476,-132.4571,0.16961,0.831625,-0.168347,4.2741,7.4117,-137.5471,-1.046037,0.10079,-0.038105,306508.0,280370.0,306182.0,280371.0,-260.0,0.0,0.0,0.0,1001.0,-843.0,5.0,sit~stand,31
151.117381,15.0323,-0.3676,-133.0771,0.16961,0.836125,-0.149347,3.8541,7.3517,-137.3671,-1.066537,0.08729,-0.055605,306508.0,280370.0,306182.0,280371.0,-681.0,0.0,0.0,0.0,1001.0,-847.0,5.0,sit~stand,31
151.137518,14.1723,-1.2076,-132.9771,0.16961,0.850625,-0.182347,4.0541,7.4717,-136.8071,-1.059037,0.09129,-0.070605,306509.0,280370.0,306182.0,280371.0,-406.0,0.0,0.0,0.0,1004.0,-843.0,5.0,sit~stand,31
151.157631,14.2723,-0.5676,-133.9371,0.18161,0.859625,-0.159847,3.3341,7.0917,-136.1471,-1.065537,0.09279,-0.085605,306509.0,280370.0,306182.0,280371.0,399.0,0.0,0.0,0.0,997.0,-847.0,5.0,sit~stand,31
151.177765,14.6523,-0.2076,-133.8371,0.18811,0.851125,-0.142847,3.5341,6.7717,-136.2271,-1.078537,0.09079,-0.076105,306508.0,280370.0,306182.0,280371.0,-22.0,0.0,0.0,0.0,1001.0,-843.0,5.0,sit~stand,31
151.197897,14.3923,-0.2676,-133.6171,0.18511,0.855625,-0.145347,3.8141,6.8517,-135.6471,-1.074037,0.08529,-0.068105,306509.0,280370.0,306182.0,280371.0,538.0,0.0,0.0,0.0,997.0,-843.0,5.0,sit~stand,31
151.218013,15.0923,0.3524,-133.9171,0.16461,0.852625,-0.150347,3.8541,7.2317,-135.7271,-1.074037,0.08779,-0.049105,306508.0,280370.0,306182.0,280371.0,165.0,0.0,0.0,0.0,1001.0,-840.0,5.0,sit~stand,31
151.238135,14.4523,-0.5676,-135.4771,0.17211,0.852625,-0.165347,3.6941,6.9517,-137.7271,-1.090037,0.09329,-0.057605,306509.0,280370.0,306182.0,280372.0,1501.0,0.0,0.0,626.0,1001.0,-847.0,5.0,sit~stand,31
151.258245,15.2923,-0.5276,-136.0371,0.17661,0.867625,-0.164347,3.9141,6.8117,-137.4871,-1.077037,0.08479,-0.045605,306509.0,280370.0,306182.0,280372.0,-776.0,0.0,0.0,-1421.0,1004.0,-847.0,5.0,sit~stand,31
151.278485,14.9923,-0.1676,-137.5371,0.17861,0.865625,-0.166847,3.9341,7.6317,-138.5871,-1.089037,0.09479,-0.054105,306508.0,280371.0,306182.0,280375.0,-414.0,381.0,0.0,1981.0,1001.0,-847.0,5.0,sit~stand,31
151.298747,15.4923,-0.5276,-139.6771,0.19611,0.868125,-0.167847,3.6541,7.0117,-141.2271,-1.097537,0.10079,-0.057105,306508.0,280373.0,306182.0,280377.0,209.0,2139.0,0.0,699.0,1004.0,-876.0,5.0,sit~stand,31
