time, CrutchReadings_1, CrutchReadings_2, CrutchReadings_3, CrutchReadings_4, CrutchReadings_5, CrutchReadings_6, CrutchReadings_7, CrutchReadings_8, CrutchReadings_9, CrutchReadings_10, CrutchReadings_11, CrutchReadings_12, MotorPositions_1, MotorPositions_2, MotorPositions_3, MotorPositions_4, MotorVelocities_1, MotorVelocities_2, MotorVelocities_3, MotorVelocities_4, MotorTorques_1, MotorTorques_2, CurrentState,Intent,ExpID
65.90104,13.9723,-0.0076,-129.4971,0.35211,0.834125,-0.081347,3.3741,7.3317,-133.3871,-1.075037,-0.08471,0.086895,306529.0,284192.0,306008.0,280379.0,0.0,0.0,0.0,-699.0,1001.0,-1001.0,5.0,sit~stand,19
65.921152,14.2723,-0.4076,-130.4171,0.36411,0.846125,-0.102347,3.6741,6.9917,-134.9671,-1.088037,-0.12821,0.042895,306529.0,284192.0,306008.0,280379.0,0.0,0.0,0.0,0.0,997.0,-1001.0,5.0,sit~stand,19
65.94126,14.1723,-0.3476,-133.4571,0.38361,0.843125,-0.090847,3.3741,6.6917,-136.1871,-1.103537,-0.17571,0.006395,306529.0,284192.0,306008.0,280378.0,0.0,0.0,0.0,-626.0,1001.0,-1004.0,5.0,sit~stand,19
65.961403,15.1523,0.2324,-136.8771,0.39911,0.858125,-0.094347,3.1141,7.1117,-136.4071,-1.112537,-0.18521,-0.016605,306529.0,284192.0,306008.0,280378.0,0.0,0.0,0.0,0.0,1001.0,-1004.0,5.0,sit~stand,19
65.981597,14.4723,-0.0676,-138.7971,0.42061,0.872125,-0.070847,2.3541,6.9517,-136.4671,-1.110537,-0.19721,-0.049105,306529.0,284192.0,306008.0,280378.0,0.0,0.0,0.0,0.0,1001.0,-1001.0,5.0,sit~stand,19
66.001755,15.1123,0.1324,-140.1371,0.42711,0.880125,-0.060347,2.7341,6.6917,-137.1871,-1.130037,-0.24071,-0.071605,306529.0,284192.0,306008.0,280377.0,0.0,0.0,0.0,-1571.0,1001.0,-1001.0,5.0,sit~stand,19
66.021862,15.1323,-0.3076,-144.5571,0.46461,0.916625,-0.061347,2.2541,7.0517,-139.8671,-1.147537,-0.27371,-0.083605,306529.0,284192.0,306008.0,280376.0,0.0,0.0,0.0,0.0,1001.0,-1001.0,5.0,sit~stand,19
66.041972,15.0923,-0.2676,-145.4371,0.48311,0.921625,-0.040847,1.8741,6.2117,-141.0471,-1.166037,-0.28471,-0.099105,306529.0,284192.0,306008.0,280374.0,0.0,0.0,0.0,-1721.0,1001.0,-1001.0,5.0,sit~stand,19
66.06208,14.4923,-0.2876,-146.1371,0.51011,0.926125,-0.047347,1.0541,6.3517,-140.9671,-1.186537,-0.31021,-0.127605,306529.0,284191.0,306008.0,280374.0,0.0,-2139.0,0.0,0.0,997.0,-1004.0,5.0,sit~stand,19
66.082188,15.1123,-0.6876,-148.0571,0.51711,0.924125,-0.042347,0.3141,6.3117,-140.4471,-1.190537,-0.33271,-0.135105,306529.0,284191.0,306008.0,280374.0,0.0,0.0,0.0,0.0,1001.0,-1004.0,5.0,sit~stand,19
66.102346,14.8523,-1.2276,-149.7971,0.53911,0.957625,-0.075847,0.0941,5.9717,-141.8071,-1.186537,-0.37421,-0.161605,306529.0,284191.0,306008.0,280374.0,0.0,0.0,0.0,0.0,1001.0,-1001.0,5.0,sit~stand,19
66.122457,15.4723,-0.4476,-151.0971,0.56311,0.957125,-0.041847,0.2941,5.7517,-143.1671,-1.214037,-0.39021,-0.156105,306530.0,284191.0,306008.0,280374.0,626.0,0.0,0.0,0.0,1001.0,-1001.0,5.0,sit~stand,19
66.142902,14.6923,-2.0076,-150.8771,0.55111,0.947625,-0.067347,-0.2859,5.8517,-145.3471,-1.224037,-0.41671,-0.196605,306529.0,284191.0,306009.0,280374.0,1190.0,0.0,2014.0,0.0,1001.0,-1001.0,5.0,sit~stand,19
66.163009,14.3923,-1.4676,-153.5571,0.59211,0.969625,-0.040347,-0.3659,5.6917,-148.3471,-1.227537,-0.44771,-0.214105,306529.0,284191.0,306009.0,280374.0,-2076.0,0.0,0.0,0.0,1001.0,-1004.0,5.0,sit~stand,19
66.183117,14.4323,-1.7276,-157.1571,0.62461,0.978625,-0.043347,-0.2259,5.7117,-150.8271,-1.237537,-0.47871,-0.214605,306529.0,284190.0,306009.0,280374.0,18.0,-2120.0,0.0,0.0,1001.0,-1001.0,5.0,sit~stand,19
66.203218,14.6523,-1.7476,-161.0571,0.66861,1.013125,-0.031847,0.1141,6.6517,-155.7671,-1.255537,-0.51021,-0.213605,306529.0,284190.0,306010.0,280373.0,-1099.0,0.0,18.0,-604.0,997.0,-1001.0,5.0,sit~stand,19
66.223344,13.8723,-2.3676,-160.3371,0.69261,1.024125,-0.029347,0.8141,6.3717,-159.9271,-1.294537,-0.54471,-0.224105,306529.0,284189.0,306011.0,280373.0,-1417.0,0.0,2014.0,0.0,1004.0,-1004.0,5.0,sit~stand,19
66.24351,12.7123,-3.0476,-159.7771,0.70461,1.050625,-0.046847,0.1541,6.5317,-161.2071,-1.294537,-0.54321,-0.232105,306530.0,284187.0,306012.0,280373.0,1201.0,-2157.0,967.0,0.0,1001.0,-1001.0,5.0,sit~stand,19
66.26361,13.5323,-2.7876,-159.4571,0.70611,1.056625,-0.027847,-0.0259,6.1917,-162.9871,-1.328037,-0.55621,-0.255605,306530.0,284185.0,306013.0,280373.0,-319.0,-1611.0,476.0,0.0,1001.0,-1001.0,5.0,sit~stand,19
66.283719,13.7523,-2.7476,-160.2171,0.67711,1.050125,-0.057347,0.4941,6.5317,-164.3271,-1.310537,-0.56971,-0.254105,306530.0,284184.0,306013.0,280373.0,0.0,0.0,0.0,0.0,1001.0,-1001.0,5.0,sit~stand,19
