time, CrutchReadings_1, CrutchReadings_2, CrutchReadings_3, CrutchReadings_4, CrutchReadings_5, CrutchReadings_6, CrutchReadings_7, CrutchReadings_8, CrutchReadings_9, CrutchReadings_10, CrutchReadings_11, CrutchReadings_12, MotorPositions_1, MotorPositions_2, MotorPositions_3, MotorPositions_4, MotorVelocities_1, MotorVelocities_2, MotorVelocities_3, MotorVelocities_4, MotorTorques_1, MotorTorques_2, MotorTorques_3, MotorTorques_4, GoButton, Intent, ExpID
47.058757,7.1368,-1.5134,-68.9004,0.358633,0.298925,-0.09127,-2.6289,-1.0887,-160.5126,-0.043045,-1.18729,-0.12305,59381.0,34344.0,-10859.0,14803.0,0.0,0.0,0.0,-2128.0,397.0,-1487.0,-21.0,-93.0,0.0,walkFL~stand,100
47.099117,7.4568,-1.4334,-66.1204,0.345133,0.279925,-0.10427,-2.5889,-0.9887,-160.4526,-0.014545,-1.16229,-0.14855,59381.0,34344.0,-10859.0,14803.0,0.0,0.0,0.0,0.0,397.0,-1479.0,-21.0,-104.0,0.0,walkFL~stand,100
47.139352,6.2768,-1.7934,-62.4404,0.323133,0.263925,-0.10477,-2.4489,-1.1487,-156.6726,-0.025045,-1.15879,-0.13655,59381.0,34344.0,-10858.0,14803.0,0.0,0.0,135.0,0.0,390.0,-1476.0,-25.0,-107.0,0.0,walkFL~stand,100
47.179593,6.4968,-1.5134,-59.6004,0.320633,0.237925,-0.08927,-3.0289,-0.9487,-155.1126,-0.017045,-1.11479,-0.15205,59381.0,34344.0,-10858.0,14803.0,0.0,0.0,0.0,0.0,397.0,-1469.0,-29.0,-111.0,0.0,walkFL~stand,100
47.219855,6.1768,-1.1934,-55.4204,0.298633,0.201925,-0.08427,-3.7489,-1.8687,-150.2126,-0.024045,-1.06429,-0.16405,59381.0,34344.0,-10858.0,14802.0,0.0,0.0,0.0,0.0,393.0,-1465.0,-29.0,-107.0,0.0,walkFL~stand,100
47.260075,6.1768,-1.2334,-47.2804,0.254133,0.115425,-0.07927,-3.5689,-0.9887,-139.0726,-0.012545,-0.98229,-0.14955,59381.0,34345.0,-10858.0,14800.0,0.0,0.0,0.0,-2139.0,397.0,-1465.0,-29.0,-64.0,0.0,walkFL~stand,100
47.300297,5.6768,-0.2934,-38.7804,0.228633,0.030425,-0.03927,-4.0489,-0.6287,-121.1326,0.045955,-0.84479,-0.16255,59381.0,34345.0,-10858.0,14799.0,0.0,0.0,0.0,-828.0,393.0,-1458.0,-25.0,-86.0,0.0,walkFL~stand,100
47.340519,4.4368,0.1866,-22.3404,0.148133,-0.100075,-0.01877,-3.7089,-0.2687,-76.7926,0.040955,-0.52579,-0.10455,59381.0,34345.0,-10857.0,14799.0,0.0,0.0,780.0,-1241.0,390.0,-1458.0,-89.0,-29.0,0.0,walkFL~stand,100
47.380779,2.1568,0.7666,-0.4204,0.017133,-0.022575,0.00523,-0.4689,1.5513,-18.3726,0.121455,-0.16079,-0.01655,59381.0,34345.0,-10857.0,14798.0,0.0,0.0,0.0,-381.0,386.0,-1447.0,-32.0,-75.0,0.0,walkFL~stand,100
47.421115,1.0368,0.3066,-0.3604,0.003633,-0.017575,0.00273,1.1311,0.7313,-0.0926,-0.005045,-0.01879,-0.01805,59381.0,34345.0,-10857.0,14797.0,0.0,0.0,0.0,0.0,390.0,-1447.0,-32.0,-61.0,0.0,walkFL~stand,100
47.461391,1.2168,0.7266,-0.7804,0.019133,-0.017575,0.00423,1.2111,1.1713,-0.7926,0.017955,-0.03429,-0.01255,59381.0,34346.0,-10858.0,14800.0,0.0,0.0,2102.0,2029.0,386.0,-1451.0,-46.0,-111.0,0.0,walkFL~stand,100
47.501648,0.4168,0.0266,-1.0604,-0.006867,-0.000575,-0.01727,1.4311,0.8913,-0.7726,0.021455,-0.01529,0.00645,59381.0,34346.0,-10860.0,14801.0,0.0,0.0,1567.0,1842.0,386.0,-1447.0,-46.0,-82.0,0.0,walkFL~stand,100
47.541885,0.4168,-0.0734,-0.8804,-0.025867,-0.001575,0.01123,0.9311,0.4713,-0.9726,0.004955,-0.00679,-0.01055,59381.0,34346.0,-10862.0,14803.0,0.0,0.0,0.0,1113.0,386.0,-1444.0,0.0,-89.0,0.0,walkFL~stand,100
47.582102,0.2168,-0.3334,-1.0204,-0.010867,-7.5e-05,-0.00377,0.4511,-0.5287,-1.1526,-0.007545,-0.00179,-0.01105,59381.0,34346.0,-10862.0,14806.0,0.0,0.0,0.0,967.0,386.0,-1437.0,4.0,-107.0,0.0,walkFL~stand,100
47.622319,-0.1432,-0.1934,-0.6604,-0.002867,0.002425,0.00423,0.5311,-0.0887,-0.8726,-0.009545,0.00021,-0.00705,59381.0,34343.0,-10862.0,14805.0,0.0,-872.0,0.0,0.0,382.0,-1419.0,7.0,-107.0,0.0,walkFL~stand,100
47.662551,-0.0232,-0.0534,-0.3004,-0.004367,0.012425,-0.00327,0.2311,-0.3887,-0.8326,-0.005045,0.00871,0.00045,59383.0,34332.0,-10862.0,14803.0,0.0,-3706.0,0.0,-2120.0,372.0,-1279.0,14.0,-64.0,0.0,walkFL~stand,100
47.702778,-0.6832,-0.5534,-0.4004,-0.020867,0.012425,-0.00227,0.2111,0.2713,-0.9726,-0.005545,0.01321,-0.00105,59387.0,34321.0,-10860.0,14800.0,1036.0,-2483.0,0.0,-1161.0,350.0,-1236.0,4.0,-39.0,0.0,walkFL~stand,100
47.743083,-0.7632,-0.6534,-0.7204,-0.012367,0.026425,-0.00277,-0.2289,-0.9487,-0.7126,-0.024045,0.02371,0.00645,59390.0,34311.0,-10859.0,14798.0,326.0,-2285.0,308.0,-476.0,339.0,-1154.0,-4.0,-64.0,0.0,walkFL~stand,100
47.783351,0.9968,-3.2534,-28.3404,-0.229867,-0.696075,0.05523,-2.7489,-3.1887,-72.7526,-0.158045,-0.51229,0.00845,59395.0,34301.0,-10857.0,14797.0,59.0,-2585.0,0.0,0.0,272.0,-1036.0,-11.0,-54.0,0.0,walkFL~stand,100
47.823566,1.2368,-5.2934,-61.3004,0.285633,-0.067075,-0.06577,-1.8489,-1.9887,-129.1526,-0.105545,-1.19479,0.06145,59398.0,34292.0,-10857.0,14797.0,0.0,-2084.0,0.0,0.0,236.0,-915.0,-14.0,-50.0,0.0,walkFL~stand,100
47.863788,2.5568,-3.0934,-54.0404,0.395633,-0.005575,-0.10177,-1.2889,-0.1287,-169.4126,0.009955,-1.43379,-0.00605,59397.0,34290.0,-10857.0,14797.0,0.0,0.0,0.0,0.0,218.0,-865.0,-14.0,-46.0,0.0,walkFL~stand,100
47.904037,1.6368,-3.9934,-92.3604,0.780133,0.045425,-0.04527,0.0711,-1.5087,-204.6326,-0.034045,-1.70229,-0.03805,59396.0,34285.0,-10857.0,14798.0,0.0,-2999.0,0.0,1044.0,207.0,-747.0,-14.0,-43.0,0.0,walkFL~stand,100
47.94426,3.2368,-3.8734,-116.2604,0.880133,0.043925,-0.02227,0.5711,-0.3887,-216.2526,0.099455,-1.73929,-0.10355,59394.0,34278.0,-10859.0,14798.0,0.0,-546.0,-2157.0,-29.0,204.0,-654.0,21.0,-43.0,0.0,walkFL~stand,100
47.984486,4.5168,-4.3734,-133.6604,0.958632,0.131925,-0.12077,-0.1489,-0.6087,-226.9126,0.141455,-1.75829,-0.12955,59391.0,34279.0,-10861.0,14800.0,-154.0,59.0,0.0,1263.0,211.0,-583.0,11.0,-50.0,0.0,walkFL~stand,100
48.024725,5.6368,-4.7934,-142.1204,0.981133,0.130425,-0.13427,-0.0489,0.2313,-225.8726,0.183955,-1.71629,-0.13705,59386.0,34284.0,-10862.0,14800.0,-1545.0,1150.0,0.0,0.0,289.0,-590.0,21.0,-46.0,0.0,walkFL~stand,100
48.065053,4.9568,-4.0134,-146.0604,1.036133,0.154925,-0.09927,-1.2489,-0.5287,-210.9726,0.164955,-1.56829,-0.11405,59385.0,34287.0,-10864.0,14804.0,-674.0,161.0,0.0,3538.0,247.0,-486.0,36.0,-86.0,0.0,walkFL~stand,100
48.105281,5.6968,-4.5134,-151.7204,1.069133,0.173425,-0.11527,-1.9889,-0.5487,-201.7326,0.154455,-1.50979,-0.07555,59383.0,34291.0,-10866.0,14808.0,-2120.0,165.0,-59.0,0.0,264.0,-454.0,57.0,-96.0,0.0,walkFL~stand,100
48.14553,6.3568,-5.0734,-157.7804,1.083632,0.209425,-0.17177,-1.6689,1.0913,-202.3926,0.183955,-1.52429,-0.04605,59381.0,34295.0,-10866.0,14808.0,-1860.0,201.0,0.0,0.0,239.0,-407.0,64.0,-104.0,0.0,walkFL~stand,100
48.185775,6.4968,-5.1134,-157.6804,1.102133,0.217425,-0.15177,-1.0089,1.1713,-199.0926,0.168955,-1.51229,0.01745,59381.0,34300.0,-10865.0,14807.0,0.0,0.0,0.0,0.0,186.0,-382.0,64.0,-104.0,0.0,walkFL~stand,100
48.225983,6.9968,-4.5734,-158.0804,1.081632,0.230425,-0.14277,-0.4689,1.8713,-194.2526,0.169955,-1.48979,0.02745,59381.0,34304.0,-10862.0,14804.0,725.0,2120.0,1860.0,0.0,239.0,-379.0,57.0,-93.0,0.0,walkFL~stand,100
48.266214,7.4968,-4.6734,-156.0004,1.064633,0.235925,-0.17027,-1.0289,0.8713,-186.4926,0.189455,-1.43679,0.00045,59381.0,34307.0,-10860.0,14803.0,0.0,699.0,1545.0,-1688.0,243.0,-322.0,-11.0,-89.0,0.0,walkFL~stand,100
48.30648,6.8968,-4.8934,-154.0604,1.087633,0.225925,-0.12977,-0.8089,1.0113,-181.9326,0.220955,-1.41529,-0.02805,59381.0,34313.0,-10860.0,14802.0,0.0,905.0,0.0,-282.0,239.0,-304.0,50.0,-82.0,0.0,walkFL~stand,100
48.346685,6.3368,-4.0334,-148.2404,1.064133,0.224425,-0.11427,-1.0289,0.7913,-172.7526,0.230455,-1.34179,-0.04355,59381.0,34317.0,-10858.0,14800.0,0.0,1417.0,1721.0,-1604.0,236.0,-286.0,46.0,-111.0,0.0,walkFL~stand,100
48.387053,6.1968,-4.4534,-149.2404,1.051133,0.248425,-0.15327,-2.0689,0.1113,-167.2326,0.220955,-1.26779,-0.06655,59382.0,34321.0,-10857.0,14800.0,183.0,1754.0,59.0,-2164.0,204.0,-279.0,39.0,-129.0,0.0,walkFL~stand,100
